_id,pin,number,total_amount
3588013,1105P00255000000,5,3332.9
3588014,1105P00258000000,6,4857.9
3588015,1106C00325000000,1,1986.66
3588016,1106F00021000000,12,1550.29
3588017,1106F00021000001,10,378.46
3588018,1106F0002100UN00,1,245.45
3588019,1106F00303000000,33,17243.02
3588020,1106F00385000000,1,306.43
3588021,1106J00009000000,1,1021.96
3588022,1106K00022000000,1,164.12
3588023,1106K00025000000,2,4247.97
3588024,1106K00235000000,3,1792.87
3588025,1106L00031000000,3,819.71
3588026,1106L00087000000,2,333.52
3588027,1106L00098000000,2,5174.7
3588028,1106P00075000000,2,534.38
3588029,1106R00227000000,8,1726.12
3588030,1107A00220000000,11,87275.8
3588031,1107A00276000000,4,19470.56
3588032,1107A00278000000,6,53355.03
3588033,1107C00240000000,1,2198.66
3588034,1107C00244000000,2,2708.49
3588035,1107C00281000000,2,3894.04
3588036,1107C00362000000,10,15294.91
3588037,1107E00002000000,1,128.7
3588038,1107E00026000000,2,2174.92
3588039,1107E00054000000,11,49.47
3588040,1107E00184000000,1,172.92
3588041,1107E00198000000,1,6.1
3588042,1107E00207000000,1,258.26
3588043,1107G00251000000,14,17543.87
3588044,1107J00185000000,82,7589.79
3588045,1107J00210000000,49,234.44
3588046,1107J00294000000,1,1656.45
3588047,1107M00348000000,2,1096.48
3588048,1107N00080000000,1,1065.42
3588049,1107N00095000000,3,6212.61
3588050,1107N00194000000,1,180.22
3588051,1107N00205000000,1,1786.94
3588052,1107N00213000000,6,12312.73
3588053,1107N00301000000,1,504.98
3588054,1107P00007000000,1,1498.01
3588055,1107R00110000000,3,2401.17
3588056,1107R00267000000,2,2857.16
3588057,1108A00144000000,1,351.56
3588058,1108B00028000000,1,447.73
3588059,1108B00342000000,15,2860.55
3588060,1108C00174000000,1,269.64
3588061,1108D00011000000,2,1450.45
3588062,1108D00027000000,2,725.28
3588063,1108E00026000000,4,5886.45
3588064,1108E00032000000,1,140.36
3588065,1108E00185000000,27,7778.47
3588066,1108E00206000000,8,264.99
3588067,1108E00242000000,1,1981.52
3588068,1108F00364000000,3,5863.43
3588069,1108F00369000000,1,2045.52
3588070,1108G00005000000,1,790.95
3588071,1108H00086000000,2,3739.65
3588072,1108H00114000000,1,487.19
3588073,1108H00125000000,2,2562.65
3588074,1108H00132000000,3,3357.46
3588075,1108H00136000000,3,797.76
3588076,1108H00151000000,1,448.56
3588077,1108H00161000000,1,1015.83
3588078,1108H00192000000,2,4894.02
3588079,1108H00317000000,6,7017.72
3588080,1108H00372000000,1,7.1
3588081,1108L00084000000,90,10406.58
3588082,1108L00231000000,1,252.79
3588083,1108M00028000000,10,11490.82
3588084,1108M00058000000,1,926.11
3588085,1108M00070000000,4,4204.77
3588086,1108M00085000000,1,298.45
3588087,1108M00098000000,1,1773.52
3588088,1108M00104000000,6,8762.32
3588089,1108M00216000000,1,299.88
3588090,1108M00255000000,6,8475.51
3588091,1108M00266000000,1,1754.7
3588092,1108M00288000000,1,113.52
3588093,1108M00294000000,3,2456.37
3588094,1108M00306000000,2,2450.56
3588095,1108R00021000000,1,466.4
3588096,1108R00077000000,71,13706.8
3588097,1108S00131000000,1,429.44
3588098,1108S00328000000,29,251.19
3588099,1108S00356000000,1,914.4
3588100,1109B00379000000,3,1235.26
3588101,1109E00008000000,3,15096.19
3588102,1109E00018000000,9,47879.3
3588103,1109E00026000000,2,2717.77
3588104,1109E00034000000,2,4238.83
3588105,1109E00040000000,7,885.95
3588106,1109F00385000000,3,197.64
3588107,1109G00329000000,4,213.1
3588108,1109G00347000000,6,97.92
3588109,1109G00353000000,6,65.28
3588110,1109K00355000000,4,484.75
3588111,1109L00380000000,6,326.4
3588112,1113F00221000000,1,98.1
3588113,1113G00027000000,1,751.51
3588114,1123N00160000000,2,1176.54
3588115,1124M00024000000,16,3547.57
3588116,1127A00223000000,51,4015.64
3588117,1127A00359000000,1,1310.32
3588118,1127E00093000000,1,228.54
3588119,1127E00170000000,2,1035.85
3588120,1127J00038000000,1,790.86
3588121,1127J00051000000,1,1088.91
3588122,1127J00140000000,1,33.83
3588123,1127J00141000000,67,356.45
3588124,1127J00152000000,1,94.6
3588125,1127J00331000000,1,37.84
3588126,1127K00368000000,1,75.21
3588127,1127N00019000000,5,4601.07
3588128,1127N00043000000,1,449.15
3588129,1127N00062000000,1,1725.83
3588130,1127N00088000000,1,69.53
3588131,1127P00034000000,8,1900.23
3588132,1127P00159000000,1,0.58
3588133,1128C00009000000,2,1109.68
3588134,1128C00264000000,1,1012.28
3588135,1128D00126000000,1,204.18
3588136,1128D00143000000,48,1105.39
3588137,1128D00268000000,107,6617.76
3588138,1128D00296000000,1,1068.66
3588139,1128E00038000000,3,195.5
3588140,1128F00318000000,3,187.68
3588141,1128S00098000000,4,3332.14
3588142,1128S00142000000,3,1911.13
3588143,1128S00177000000,38,2897.59
3588144,1129A00057000000,1,2716.07
3588145,1129B00275000000,14,62.14
3588146,1129C00112000000,1,27
3588147,1129E00162000000,2,592.98
3588148,1129E00383000000,17,14404.04
3588149,1129F00035000000,1,2186.72
3588150,1129J00048000000,1,1961.56
3588151,1129J00305000000,18,596.04
3588152,1129J00310000000,1,2173.68
3588153,1129J00343000000,2,2007.1
3588154,1129N00162000000,1,2305.25
3588155,1129N00196000000,1,1861.64
3588156,1129N00204000000,1,1752.12
3588157,1130C00044000000,2,2122.38
3588158,1130G00014000000,1,1750.67
3588159,1130G00127000000,1,1643.27
3588160,1130H00327000000,2,23.46
3588161,1130J00020000000,38,27782.21
3588162,1130K00236000000,56,868.17
3588163,1130K00243000000,4,74.22
3588164,1130L00172000000,43,686.67
3588165,1130L00184000000,2,2094.75
3588166,1130L00286000000,1,116.71
3588167,1130L00292000000,6,757.2
3588168,1130M00287000000,1,1722.18
3588169,1130N00066000000,61,3746.7
3588170,1130R00151000000,1,15.13
3588171,1130R00157000000,1,1036.01
3588172,1130R00275000000,1,3465.2
3588173,1131A00036000000,44,4229
3588174,1131A00092000000,1,151.49
3588175,1131A00150000000,1,65.52
3588176,1131A00354000000,11,2162.49
3588177,1131B00370000000,77,3629.08
3588178,1131B00389000000,44,6055.49
3588179,1131B00394000000,28,1250.16
3588180,1131B00394000100,27,13541.73
3588181,1131B03941000000,5,2303.02
3588182,1131C00046000000,22,14006.82
3588183,1131C00250000000,46,13034.15
3588184,1131C00258000000,1,974.85
3588185,1131E00175000000,61,2087.85
3588186,1131G00196000000,1,280.59
3588187,1131G00384000000,7,1950.91
3588188,1131M00395000000,71,9494.56
3588189,1131P00090000000,6,114.84
3588190,1131R00015000000,1,2128.03
3588191,1131R00049000000,7,14248.38
3588192,1132A00114000000,1,1260
3588193,1132A00219000000,1,113.52
3588194,1132A00227000000,11,6136.31
3588195,1132A00284000000,22,9494.39
3588196,1132A00318000000,18,8264.69
3588197,1132A00326000000,1,84.19
3588198,1132A00328000000,46,5891.44
3588199,1132A00337000000,8,1362.05
3588200,1132A00394000000,1,1208.29
3588201,1132B00010000000,1,673.1
3588202,1132B00011000000,1,981.6
3588203,1132B00110000000,2,1980.1
3588204,1132C00270000000,1,1143.84
3588205,1132D00239000000,86,1423.11
3588206,1132D00342000000,1,2048.21
3588207,1132D00360000000,21,2712.95
3588208,1132D00372000000,19,1880.67
3588209,1132E00039000000,12,8392.4
3588210,1132E00042000000,1,121.56
3588211,1132E00142000000,1,1529.46
3588212,1132E00204000000,1,616
3588213,1132E00246000000,8,8225.46
3588214,1132E00251000000,2,1146.38
3588215,1132E00270000000,1,249.85
3588216,1132E00325000000,9,7678.11
3588217,1132E00329000000,6,2532.84
3588218,1132F00014000000,85,292.31
3588219,1132F00032000000,56,433.17
3588220,1132F00044000000,28,112.74
3588221,1132F00046000000,79,1976.42
3588222,1132F00052000000,78,256.59
3588223,1132F00054000000,56,219.38
3588224,1132F00118000000,86,429.71
3588225,1132F00152000000,1,1317.14
3588226,1132F00174000000,41,467.4
3588227,1132F00192000000,1,1433.83
3588228,1132F00234000000,1,1323.74
3588229,1132F00254000000,57,448.52
3588230,1132F00378000000,1,90.17
3588231,1132G00028000000,3,148.5
3588232,1132G00059000000,21,10878.58
3588233,1132G00062000000,1,1109.26
3588234,1132G00074000000,31,11597.32
3588235,1132G00262000000,2,1257.55
3588236,1132H00050000000,1,156.75
3588237,1132H00081000000,37,1191.8
3588238,1132H00112000000,1,29.93
3588239,1132H00118000000,92,1967.78
3588240,1132H00121000000,68,1647.09
3588241,1132H00294000000,4,8390.32
3588242,1132J00052000000,4,49.28
3588243,1132J00332000000,20,1093.24
3588244,1132J00336000000,56,6960.16
3588245,1132J00363000000,1,14.19
3588246,1132K00047000000,22,296.55
3588247,1132K00056000000,1,1169.46
3588248,1132K00173000000,4,8885.04
3588249,1132K00198000000,13,14944.57
3588250,1132K00235000000,86,472.87
3588251,1132K00237000000,15,31.45
3588252,1132K00243000000,15,83.8
3588253,1132K00245000000,78,1494.31
3588254,1132K00249000000,78,545.64
3588255,1132K00338000000,1,817.71
3588256,1132K00377000000,1,2622.76
3588257,1132L00204000000,31,2726.17
3588258,1132L00232000000,57,531.93
3588259,1132L00234000000,7,1203.56
3588260,1132L00254000000,16,11416.73
3588261,1132L00278000000,51,630.59
3588262,1132L00314000000,5,5256.48
3588263,1132M00182000000,10,76.91
3588264,1132M00204000000,14,1360.65
3588265,1132M00212000000,1,1259.36
3588266,1132M00374000000,1,1744.69
3588267,1132N00133000000,10,14739.72
3588268,1132N00243000000,1,2122.66
3588269,1132N00251000000,2,2293.18
3588270,1132N00308000000,1,1486.3
3588271,1132N00381000000,1,2446.09
3588272,1132R00200000000,1,192.23
3588273,1133A00105000000,17,70.24
3588274,1133A00150000000,13,2893.17
3588275,1133A00185000000,25,1031.54
3588276,1133A00250000000,3,5140.95
3588277,1133C00008000000,3,514.8
3588278,1133C00017000000,1,4.19
3588279,1133C00100000000,2,12.71
3588280,1133D00020000000,2,105.96
3588281,1133E00018000000,12,12884.25
3588282,1133E00030000000,84,206.94
3588283,1133E00032000000,9,6547.18
3588284,1133E00038000000,4,4163.67
3588285,1133E00057000000,2,2351.17
3588286,1133E00065000000,18,630.14
3588287,1133E00080000000,46,1728.36
3588288,1133E00100000000,92,14316.32
3588289,1133E00135000000,1,53.1
3588290,1133E00136000000,89,3214.9
3588291,1133E00220000000,77,13826.74
3588292,1133E00245000000,43,13789
3588293,1133E00250000000,4,26.6
3588294,1133E00255000000,40,924.39
3588295,1133E00350000000,70,9691.98
3588296,1133E00375000000,10,157.28
3588297,1133F00006000000,34,9912.58
3588298,1133F00010000000,1,444.85
3588299,1133F00012000000,67,7314.03
3588300,1133F00020000000,27,15694.71
3588301,1133F00027000000,8,2920.18
3588302,1133F00030000000,7,2121.94
3588303,1133F00038000000,1,165.55
3588304,1133F00045000000,44,7126.81
3588305,1133F00046000000,7,1529.56
3588306,1133F00047000000,1,478.31
3588307,1133F00048000000,12,8671.5
3588308,1133F00049000000,2,191.76
3588309,1133F00052000000,24,5942.49
3588310,1133F00053000000,5,2664.83
3588311,1133F00059000000,1,787.43
3588312,1133F00060000000,31,11021.26
3588313,1133F00068000000,3,333.57
3588314,1133F00120000000,1,5716.41
3588315,1133F00122000000,1,3509.75
3588316,1133F00135000000,5,3201.63
3588317,1133F00149000000,76,6133.89
3588318,1133F00175000000,1,251.81
3588319,1133F00180000000,1,488.59
3588320,1133F00183000000,4,3334.48
3588321,1133F00192000000,5,3539.96
3588322,1133F00194000000,14,12869.06
3588323,1133F00200000000,22,13568.3
3588324,1133F00205000000,4,1588.14
3588325,1133F00209000000,4,1494.61
3588326,1133F00211000000,4,1301.54
3588327,1133F00214000000,4,3436.3
3588328,1133F00217000000,77,5525.7
3588329,1133F00246000000,68,3848.93
3588330,1133F00270000000,28,129.04
3588331,1133F00283000000,64,276.47
3588332,1133F00300000000,101,8026.24
3588333,1133F00306000000,40,1187.88
3588334,1133F00312000000,26,822.04
3588335,1133F00340000000,93,21571.23
3588336,1133G00027000000,2,838.74
3588337,1133G00030000000,85,9618.6
3588338,1133G00033000000,14,7444.33
3588339,1133G00039000000,5,857.88
3588340,1133G00041000000,95,1008.36
3588341,1133G00065000000,20,12341.73
3588342,1133G00088000000,37,21990.31
3588343,1133G00107000000,7,2638.9
3588344,1133G00339000000,36,943.37
3588345,1133G00380000000,3,74.54
3588346,1133G00386000000,2,226
3588347,1133G00388000000,2,1084.8
3588348,1133H00008000000,1,2628.69
3588349,1133H00028000000,2,1189.76
3588350,1133H00031000000,43,9230.3
3588351,1133H00032000000,14,5899.42
3588352,1133H00033000000,16,2481.89
3588353,1133H00037000000,11,116.95
3588354,1133H00050000000,1,1498.22
3588355,1133H00075000000,62,2405.98
3588356,1133H00077000000,47,11995.65
3588357,1133H00080000000,60,3319.99
3588358,1133H00098000000,1,4.26
3588359,1133H00124000000,41,2296.37
3588360,1133H00209000000,1,3156.42
3588361,1133H00294000000,3,9261.71
3588362,1133H00315000000,66,672.35
3588363,1133H00332000000,8,1684.46
3588364,1133H00334000000,2,56.76
3588365,1133H00366000000,21,8212.16
3588366,1133H00375000000,10,3144
3588367,1133J00050000000,1,4757.69
3588368,1133J00053000000,7,5197.34
3588369,1133J00056000000,7,1567.14
3588370,1133J00058000000,3,1124.72
3588371,1133J00060000000,1,303.6
3588372,1133J00084000000,1,69
3588373,1133J00086000000,1,906
3588374,1133J00092000000,2,1889.47
3588375,1133J00099000000,2,5214.05
3588376,1133J00106000000,2,2908.1
3588377,1133J00118000000,1,33.6
3588378,1133J00121000000,3,2919.88
3588379,1133J00138000000,13,7059.67
3588380,1133J00292000000,30,9411.09
3588381,1133J00307000000,3,3875.51
3588382,1133J00354000000,5,3987.71
3588383,1133J00357000000,1,629.48
3588384,1133J00385000000,80,12823.89
3588385,1133J00390000000,41,15638.81
3588386,1133J00391000000,43,19888.15
3588387,1133K00004000000,33,8841.48
3588388,1133K00006000000,4,1677.97
3588389,1133K00047000000,4,2171.77
3588390,1133K00049000000,25,6369.67
3588391,1133K00055000000,26,9212.41
3588392,1133K00060000000,16,981.13
3588393,1133K00126000000,7,5840.04
3588394,1133K00128000000,3,973.14
3588395,1133K00128000001,1,384.57
3588396,1133K00136000000,5,4474.54
3588397,1133K00202000000,4,3100.52
3588398,1133K00208000000,1,759.56
3588399,1133K00212000000,1,1594.99
3588400,1133K00221000000,3,949.33
3588401,1133K00233000000,19,8062.7
3588402,1133K00391000000,1,384.18
3588403,1133L00038000000,28,1473.78
3588404,1133L00059000000,36,26084.13
3588405,1133L00079000000,1,113.05
3588406,1133L00105000000,1,327.32
3588407,1133L00107000000,45,18283.62
3588408,1133L00109000000,1,604.2
3588409,1133L00134000000,1,92.24
3588410,1133L00135000000,1,91.76
3588411,1133L00136000000,1,91.76
3588412,1133L00159000000,3,2435.14
3588413,1133L00172000000,2,1705.36
3588414,1133L00176000000,1,737.41
3588415,1133L00258000000,5,1153.82
3588416,1133M00047000000,7,5962.01
3588417,1133M00062000000,51,2532.04
3588418,1133M00071000000,96,4497.62
3588419,1133M00082000000,85,5798.7
3588420,1133M00093000000,63,4450.99
3588421,1133M00102000000,19,11367.19
3588422,1133M00110000000,10,70.53
3588423,1133M00114000000,44,3842.28
3588424,1133M00125000000,87,1294.94
3588425,1133M00131000000,84,572.63
3588426,1133M00138000000,37,2254.6
3588427,1133M00139000000,24,1020.9
3588428,1133M00142000000,38,17241.29
3588429,1133M00153000000,43,1458.31
3588430,1133M00156000000,50,325.84
3588431,1133M00161000000,84,268.47
3588432,1133M00163000000,33,2277.95
3588433,1133M00169000000,1,95.76
3588434,1133M00173000000,3,329.22
3588435,1133M00177000000,1,109.74
3588436,1133M00185000000,26,3497.07
3588437,1133M00189000000,1,15.75
3588438,1133M00192000000,50,3061.06
3588439,1133M00199000000,22,5248.72
3588440,1133M00203000000,7,42.47
3588441,1133M00209000000,25,4476.54
3588442,1133M00228000000,44,2251.59
3588443,1133M00232000000,20,1897.84
3588444,1133M00307000000,4,148.82
3588445,1133M00309000000,26,7430.08
3588446,1133M00312000000,3,2734.14
3588447,1133M00316000000,3,398.4
3588448,1133M00340000000,34,6901.59
3588449,1133M00346000000,34,55206.67
3588450,1133M00348000000,11,9647.97
3588451,1133M00393000000,2,1219.82
3588452,1133N00060000000,3,431.24
3588453,1133N00095000000,69,4780.55
3588454,1133N00398000000,1,235.66
3588455,1133P00030000000,1,237.92
3588456,1133P00130000000,2,2110.93
3588457,1133R00002000000,36,11971.06
3588458,1133R00064000000,3,3638.81
3588459,1133R00069000000,2,2008.18
3588460,1133R00073000000,3,2983.07
3588461,1133R00096000000,5,462.7
3588462,1133R00097000000,1,140.95
3588463,1133R00123000000,13,11147.49
3588464,1133R00127000000,1,2717.3
3588465,1133R00167000000,4,1048.63
3588466,1133R00188000000,5,671.57
3588467,1133R00207000000,96,4338.67
3588468,1133R00240000000,10,7196.72
3588469,1133R00260000000,49,2377.09
3588470,1133R00264000000,3,1869.79
3588471,1133R00275000000,44,1256.23
3588472,1133R00278000000,30,19198.15
3588473,1133R00311000000,2,229.14
3588474,1133R00312000000,12,39.33
3588475,1133R00313000000,7,10095.14
3588476,1133R00363000000,8,2131.21
3588477,1133R00368000000,21,5451.84
3588478,1133R00372000000,3,1665.15
3588479,1133R00387000000,2,5814.01
3588480,1133R00397000000,68,5337.6
3588481,1133S00042000000,58,2210.27
3588482,1133S00083000000,55,1204.2
3588483,1133S00092000000,36,693.37
3588484,1133S00106000000,48,3283.32
3588485,1133S00107000000,5,2751.3
3588486,1133S00108000000,1,21.76
3588487,1133S00112000000,63,3173.41
3588488,1133S00120000000,20,9416.53
3588489,1133S00124000000,15,126.51
3588490,1133S00126000000,17,2488.21
3588491,1133S00127000000,1,256.8
3588492,1133S00158000000,8,26.44
3588493,1133S00159000000,8,52.88
3588494,1133S00217000000,1,9.46
3588495,1133S00325000000,37,15327.01
3588496,1133S00330000000,1,1049.05
3588497,1133S00355000000,2,889
3588498,1133S00373000000,5,672.5
3588499,1133S00377000000,5,4057.53
3588500,1134B00015000000,1,5266.74
3588501,1134B00089000000,2,743.9
3588502,1134B00130000000,89,11739.84
3588503,1134C00025000000,36,12043.15
3588504,1134C00080000000,2,2339.93
3588505,1134C00200000000,2,187.32
3588506,1134E00085000000,2,387.64
3588507,1134E00335000000,1,1092.11
3588508,1134F00178000000,8,104.72
3588509,1134G00084000000,93,14141.67
3588510,1134G00092000000,7,7634.85
3588511,1134G00215000000,1,114.46
3588512,1134G00240000000,1,147.1
3588513,1134G00264000000,4,3626.05
3588514,1134H00015000000,12,14981.97
3588515,1134J00088000000,32,17827.65
3588516,1134J00106000000,1,1947.87
3588517,1134J00116000000,39,15954.98
3588518,1134J00135000000,2,2986.4
3588519,1134K00020000000,2,1199.69
3588520,1134M00020000000,20,11861.77
3588521,1134M00024000000,12,12098.99
3588522,1134M00028000000,45,15087.22
3588523,1134M00059000000,2,2356.37
3588524,1134M00062000000,14,3430.4
3588525,1134M00070000000,17,39632.59
3588526,1134M00072000000,3,2751.13
3588527,1134M00146000000,110,29829.76
3588528,1134M00150000000,21,15582.43
3588529,1134M00201000000,29,12064.3
3588530,1134M00224000000,1,2.36
3588531,1134M00232000000,3,1657.18
3588532,1134M00243000000,88,16684.74
3588533,1134M00251000000,7,1518.48
3588534,1134M00264000000,22,26865.82
3588535,1134M00375000000,129,14784.77
3588536,1134P00025000000,35,52.86
3588537,1134P00170000000,3,6938.75
3588538,1134R00040000000,2,629
3588539,1134R00043000000,63,3229.97
3588540,1134R00050000000,19,6931.97
3588541,1134R00128000000,29,5430.31
3588542,1134R00130000000,36,5856.34
3588543,1134R00132000000,34,6595.68
3588544,1134R00135000000,19,8909.65
3588545,1134R00200000000,85,304.72
3588546,1134R00210000000,28,183.91
3588547,1134R00218000000,64,292.99
3588548,1134S00027000000,5,8746.13
3588549,1134S00064000000,21,17124.88
3588550,1134S00191000000,1,109.27
3588551,1134S00193000000,1,324.42
